transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-93B40E7056,Maken MK410,IN,1,20/09/2024,pcs,,MK410221102041,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=567
STK-8F80B08FAA,Maken MK410,IN,1,20/09/2024,pcs,,MK410221102021,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=568
STK-8974D70275,Scanner Datalogic QW2100,IN,1,20/09/2024,pcs,,G23D05705,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=569
STK-403703C637,Scanner Datalogic QW2100,IN,1,20/09/2024,pcs,,G23C76627,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=570
STK-795C1EA16B,Canon LBP 2900,IN,1,20/09/2024,pcs,,NMYA834196,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=571
STK-22FCBAC15C,Canon LBP 2900,IN,1,20/09/2024,pcs,,NMYA802536,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=572
STK-57307E67C5,Epson TM-82III,IN,1,20/09/2024,pcs,,X7B9023457,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=573
STK-4273789A5C,Epson TM-82III,IN,1,20/09/2024,pcs,,X7B9028159,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=574
STK-7739733B00,Samsung S6 Lite,IN,1,20/09/2024,pcs,,352294624027655,VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=575
STK-EE7CD1E0A3,Postek printer,IN,1,20/09/2024,pcs,,I1622F0001,VA09&VN11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=576
STK-970E46A69C,Pole Display VFD,IN,1,20/09/2024,pcs,,221122000049,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=577
STK-ADBE64435F,OptiPlex 3090 Micro,IN,1,20/09/2024,pcs,,2HC4LQ3,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=578
STK-5203376DC0,Epson TM-82III,IN,1,20/09/2024,pcs,,X7BA007409,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=579
STK-84F9886E3F,Canon LBP 2900,IN,1,20/09/2024,pcs,,NMYA786005,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=580
STK-0F8371ACBF,Datalogic QW2100,IN,1,20/09/2024,pcs,,G22EB4589,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=581
STK-B2427D70AF,Maken MK410,IN,1,20/09/2024,pcs,,MK410220300534,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=582
STK-840C27CA41,HP 190V,IN,1,20/09/2024,pcs,,1CR82307CB,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=583
STK-B4EA3F49D0,Cisco CBS110-16T-EU,IN,1,20/09/2024,pcs,,PSZ26391WEW,vn24,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=584
STK-A656DCED77,Epson TM-82III,IN,1,30/09/2024,pcs,,X7BA002775,Binh duong,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=585
STK-3F78F19EAA,Maken MK410,OUT,1,2024-10-03 00:00:00,pcs,VN11,MK410221102041,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=586
STK-6FA4F5E826,XPrinter XP-K300L,IN,1,2024-10-10 00:00:00,pcs,,XPK300L-BM2105270034,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=587
STK-D417839469,Maken MK410,IN,1,2024-10-10 00:00:00,pcs,,MK410211200950,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=588
STK-E4913FFB84,Maken MK410,IN,1,2024-10-10 00:00:00,pcs,,MK410211201512,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=589
STK-2770EF8F27,Maken MK410,IN,1,2024-10-10 00:00:00,pcs,,MK410221102021,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=590
STK-51360A3294,Pole Display VFD220U,IN,1,2024-10-10 00:00:00,pcs,,211130000045,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=591
STK-22A547E0CF,HP Laser NEVERSTOP 1000W,IN,1,2024-10-10 00:00:00,pcs,,CNBRP8434C,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=592
STK-9BBA2C4E72,Epson TM-82III,OUT,1,2024-11-10 00:00:00,pcs,,X7BA007409,KN08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=593
STK-6839C559E8,Laptop Dell Inspiron 3505,IN,1,14/10/2024,pcs,,GNWPK73,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=594
STK-9C3B1D67AE,Epson TM-82III,IN,1,14/10/2024,pcs,,X7BA000887,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=595
STK-608FF7620D,Scanner Datalogic QW2100,IN,1,14/10/2024,pcs,,G20L70063,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=596
STK-E2C4267FD2,Pole Display,IN,1,14/10/2024,pcs,,2108112341009,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=597
STK-7EBB72C63A,Antech,IN,1,14/10/2024,pcs,,DGAV141220180754,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=598
STK-5A025966F5,Canon LBP 2900,IN,1,14/10/2024,pcs,,NMYA467073,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=599
STK-8626513A0E,Mercusys,IN,1,14/10/2024,pcs,,2201552001939,Vn01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=600
STK-57F7F9969D,Epson TM-82II,IN,1,2024-11-10 00:00:00,pcs,,TCEY007558,Kn08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=601
STK-3C1678E430,Epson TM-82II,IN,1,18/10/2024,pcs,,TCEY004684,Vi01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=602
STK-DEADEB95CC,zebex z3100,IN,1,18/10/2024,pcs,,G00LH223008,Vi01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=603
STK-20F9A52FD0,Fortigate-40F,IN,1,18/10/2024,pcs,,FGT40FTK2309D2HW,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=604
STK-3E7063EEDC,Unitek - HDMI to VGA,OUT,1,22/10/2024,pcs,Tram log,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=605
STK-868FCBD969,Samsung S19B370B,IN,1,22/10/2024,pcs,,MQDJHYCC302944V,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=606
STK-39D0B79D53,Samsung S19B370B,OUT,1,22/10/2024,pcs,Tram log,MQDJHYCC302944V,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=607
STK-22EBEEF168,Laptop Hp ProBook 440 G9,IN,1,25/10/2024,pcs,,5CD250F9PD,VE06,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=608
STK-A7EA62BF18,Datalogic QW2100,IN,1,25/10/2024,pcs,VA08,G23C76615,VE06,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=609
STK-9F05C6A6C5,Epson TM-82III,IN,1,25/10/2024,pcs,,X7B9022777,VE06,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=610
STK-C8C1CC4579,Laptop Lenovo Lenovo 81FV,IN,1,,pcs,,PF1MDA7C,Vi01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=611
STK-0BE89C2F39,Epson TM-82III,OUT,1,29/10/2024,pcs,,X7B90227772,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=612
STK-ED1D8A56F4,Canon LBP 2900,OUT,1,29/10/2024,pcs,,NMYA786005,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=613
STK-5343607DC4,Maken MK410,OUT,1,29/10/2024,pcs,,MK410221102021,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=614
STK-D2F07FFC61,Pole Display VFD,OUT,1,29/10/2024,pcs,,211130000045,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=615
STK-D786118CBA,Dell E1916,OUT,1,29/10/2024,pcs,,CN-OMMK39-72872-5CO-G47U-A00,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=616
STK-EA8668CFB3,HP ProDesk 400 G3 DM,OUT,1,29/10/2024,pcs,,8CG8105N35,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=617
STK-D9FE6465D1,Mercusys,OUT,1,29/10/2024,pcs,,2201552001955,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=618
STK-C3BA73F433,Fortigate-40F,OUT,1,29/10/2024,pcs,,FGT40FTK2309D2CMKEY9LCZPTQ3,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=619
STK-0B8A23A76D,mouse,OUT,1,29/10/2024,pcs,,,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=620
STK-F06F9450B6,keyboard,OUT,1,29/10/2024,pcs,,,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=621
STK-0FD3ED2203,Datalogic QW2100,OUT,1,29/10/2024,pcs,,G23C76615,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=622
STK-5CA157E4D9,Hub Usb Orico 4 Port,OUT,1,2024-06-10 00:00:00,pcs,,,VR02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=623
STK-2C17378AF6,HP ProDesk 400 G6 DM,OUT,1,2024-08-11 00:00:00,pcs,,8CC2231D5C,VA20-ADMIN,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=624
STK-CF6B7AE29B,OptiPlex 3090 Micro,OUT,1,2024-08-11 00:00:00,pcs,,8CC2231D4N,VA20-POS2,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=625
STK-438C6BA9E9,HP ProDesk 400 G3 DM,OUT,1,2024-08-11 00:00:00,pcs,,8CG8052XG7,VA20-POS1,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=626
STK-C8BB18E44A,HP 185E,OUT,1,2024-08-11 00:00:00,pcs,,CNT930534Q,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=627
STK-9CE962DD3E,HP V20,OUT,1,2024-08-11 00:00:00,pcs,,3CQ2320CR6,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=628
STK-60DE6635FA,Angustos,IN,1,2024-06-11 00:00:00,pcs,,2312178BADH21L0200002,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=629
STK-CB5C064DF2,Angustos,OUT,1,2024-08-11 00:00:00,pcs,,2312178BADH21L0200002,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=630
STK-B5D729C804,Maken MK410,OUT,1,2024-08-11 00:00:00,pcs,,MK410211200950,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=631
STK-78EA821B06,Maken MK410,OUT,1,2024-08-11 00:00:00,pcs,,MK410211201512,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=632
STK-325F5076AA,Pole Display VFD,OUT,1,2024-08-11 00:00:00,pcs,,211130000029,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=633
STK-B3ABBC5008,Hub Usb Unitek - 4 Port,OUT,1,2024-08-11 00:00:00,pcs,,,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=634
STK-CEBECFF3D2,Datalogic QW2100,OUT,1,2024-08-11 00:00:00,pcs,,G22EB4589,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=635
STK-8E7635B3A5,Datalogic QW2100,OUT,1,2024-08-11 00:00:00,pcs,,G21E85804,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=636
STK-F4F659BF1A,Epson TM-82III,OUT,1,2024-08-11 00:00:00,pcs,,X7BA002787,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=637
STK-A974BBD787,Epson TM-82III,OUT,1,2024-08-11 00:00:00,pcs,,X7BA002788,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=638
STK-959C9A4122,Canon LBP 2900,OUT,1,2024-08-11 00:00:00,pcs,,NMYA746459,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=639
STK-5FF40D605B,HP-Display port to VGA,OUT,1,2024-08-11 00:00:00,pcs,,,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=640
STK-E2FC4DCA1A,HP-Display port to VGA,OUT,1,2024-08-11 00:00:00,pcs,,,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=641
STK-90E0393010,Fortigate-40F,OUT,1,2024-08-11 00:00:00,pcs,,FGT40FTK2309D2HW,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=642
STK-01906D1769,Pole Display VFD,OUT,1,2024-08-11 00:00:00,pcs,,211130000048,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=643
STK-8AD5828941,Mercusys,OUT,1,2024-08-11 00:00:00,pcs,,2201552001939,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=644
STK-0BD979D497,Samsung Tab S6,OUT,1,13/11/2024,pcs,,354348130452001,VN27,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=645
STK-1A497A3D33,Laptop Thinkpad X280,OUT,1,19/11/2024,pcs,,PC133K78,ZV17,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=646
STK-5E47CD5AD2,Lenovo tab M8,IN,1,19/11/2024,pcs,,HA1JZCBD,VA05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=647
STK-F8F3880DD0,Lenovo tab M8,IN,1,19/11/2024,pcs,,HA1JY6ZZ,VN27,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=648
STK-5B79813268,Laptop HP 14s-cf2xxx,OUT,1,20/11/2024,pcs,,5CG11088PT,VN09 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=649
STK-4D9FEEA938,Epson TM-82III,OUT,1,20/11/2024,pcs,,X7B9023457,VN09 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=650
STK-8B0A94BAD3,Datalogic QW2100,OUT,1,20/11/2024,pcs,,G2OL70063,VN09 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=651
STK-0B5943516A,Postek printer,OUT,1,28/11/2024,pcs,,I1624C0002,VN27,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=652
STK-CDCA98A24D,Mercusys,OUT,1,29/11/2024,pcs,,22172W5002268,VN09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=653
STK-7AF92CDA26,HP Probook G9,OUT,1,22/11/2024,pcs,,5CD2409YYT,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=654
STK-AD3DD8DF6B,Laptop Dell Latitude 3520,OUT,1,22/11/2024,pcs,,1P8VKG3,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=655
STK-1288C8D6D6,TP-Link MR6400,OUT,1,22/11/2024,pcs,,223C9L2011651,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=656
STK-B74174063C,Epson TM-82III,OUT,1,22/11/2024,pcs,,X7B9028159,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=657
STK-A0E27EF6A8,Datalogic QW2100,OUT,1,22/11/2024,pcs,,G23C76627,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=658
STK-7534F3B611,Laptop Dell Latitude 3520,OUT,1,22/11/2024,pcs,,BXSSKS3,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=659
STK-CB3AADE91F,Epson TM-82III,OUT,1,22/11/2024,pcs,,X7BA000889,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=660
STK-69D150C436,Datalogic QW2100,OUT,1,22/11/2024,pcs,,G23C76607,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=661
STK-2BAFA8A349,Laptop Dell Latitude 3520,IN,1,2024-09-12 00:00:00,pcs,,1P8VKG3,ZV18,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=662
STK-FC89F3DC6E,Laptop Thinkpad X280,IN,1,2024-09-12 00:00:00,pcs,,PC133K78,ZV17,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=663
STK-7227833F1A,Laptop Dell Latitude 3520,IN,1,2024-09-12 00:00:00,pcs,,BXSSKS3,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=664
STK-0E9A354FE3,Epson TM-82III,IN,1,2024-09-12 00:00:00,pcs,,X7BA000889,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=665
STK-343BDC0733,Datalogic QW2100,IN,1,2024-09-12 00:00:00,pcs,,G23C76607,Event Va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=666
STK-7196B94AE8,Datalogic QW2100,IN,1,23/12/2024,pcs,,G21M82827,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=667
STK-F698FE1456,Epson TM-82III,IN,1,23/12/2024,pcs,,X7B9023460,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=668
STK-6BBCAFCD0B,HP V20,IN,1,23/12/2024,pcs,,3CQ2320F15,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=669
STK-81A06B2024,Canon LBP 2900,IN,1,23/12/2024,pcs,,NMYA802553,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=670
STK-DA7D96A09F,DSP V9FB,IN,1,23/12/2024,pcs,,D190928010254,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=671
STK-A7C486E0CB,Samsung S6 Lite,IN,1,23/12/2024,pcs,,354348130452407,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=672
STK-62BB0460D0,Postek printer,IN,1,23/12/2024,pcs,,I1624C0001,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=673
STK-A0B98AC2F0,SIM 4G Viettel,IN,1,23/12/2024,pcs,,8984048000916476495,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=674
STK-BA90A43B40,Maken MK410,IN,1,23/12/2024,pcs,,MK410221101694,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=675
STK-3DF0DD8913,HP ProDesk 400 G6 DM,IN,1,23/12/2024,pcs,,8CC2231D78,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=676
STK-78F6B7C2DD,Laptop Hp ProBook 440 G9,OUT,1,23/08/2024,pcs,,5CD250F9ZW,ZV21,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=677
STK-D261AC2CBD,Laptop Dell Latitude 3520,OUT,1,2024-09-12 00:00:00,pcs,,1P8VKG3,ZV20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=678
STK-803F394711,Laptop Thinkpad X280,OUT,1,2024-09-12 00:00:00,pcs,,PC133K78,ZV19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=679
STK-4C781E3EA3,HP Laserjet pro M12w,IN,1,24/12/2024,pcs,,VNCW514219,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=680
STK-D56C867616,Epson TM-82II,IN,1,24/12/2024,pcs,,TCCY014795,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=681
STK-C93EACEFDC,Monitor HP V190,IN,1,24/12/2024,pcs,,1CR82307CK,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=682
STK-3BEFB0FD85,Scanner Datalogic QW2100,IN,1,24/12/2024,pcs,,G17NE9935,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=683
STK-B2D72A101D,Pole Display HP,IN,1,24/12/2024,pcs,,,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=684
STK-FA2079D80F,Cash Drawer Antech,IN,1,24/12/2024,pcs,,B5AT100018,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=685
STK-FBEFDA83A2,Other Mitaco Finger printer,IN,1,24/12/2024,pcs,,,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=686
STK-11E5829764,Network Switch TP-Link,IN,1,24/12/2024,pcs,,,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=687
STK-F28858BB4F,Firewall Fortinet 60E,IN,1,24/12/2024,pcs,,,KN01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=688
STK-7A3D18C620,Laptop HP ProBook 440 14 inch G9,IN,1,2025-01-02 00:00:00,pcs,,5CD250F9QZ,VA10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=689
STK-81F93F0095,Bill Printer Epson TM-T82III,IN,1,2025-01-02 00:00:00,pcs,,X7B9022786,VA11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=690
STK-B49E8C0893,Scanner Datalogic QW2100,IN,1,2025-01-02 00:00:00,pcs,,G22F27244,VA12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=691
STK-FA4DD3CEFA,A4 Printer Canon LBP 2900,IN,1,2025-01-02 00:00:00,pcs,,NMYA782038,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=692
STK-2F6E96FD22,USB Kingston,IN,1,2025-01-02 00:00:00,pcs,,,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=693
STK-471A92BE7C,Desktop HP PRO MINI 400 G9,IN,1,2025-01-02 00:00:00,pcs,,8CC3213L46,VA09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=694
STK-AF9CC4ED17,Laptop Dell Latitude 3520,IN,1,2025-01-02 00:00:00,pcs,,1P8VKG3,Zv18-ZV20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=695
STK-513C78FCD7,Laptop Dell Inspiron 3505,IN,1,2025-01-02 00:00:00,pcs,,GNWPK73,ZV21,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=696
STK-023778C25D,Thinkpad X280,IN,1,2025-01-02 00:00:00,pcs,,PC133K78,ZV17-19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=697
STK-4D121EB87B,Laptop HP PROBOOK 440 G9,IN,1,2025-01-02 00:00:00,pcs,,5CD236BCT6,ZV10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=698
STK-C02363EEF6,Laptop Dell Latitude 3520,OUT,1,2025-01-02 00:00:00,pcs,,99C2LG3,give for SN to repair,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=699
STK-05C9799C45,Laptop Dell Latitude 3520,OUT,1,2025-01-02 00:00:00,pcs,,8P9VKG3,give for SN to repair,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=700
STK-19DA95F164,Laptop Dell Latitude 3520,OUT,1,2025-01-02 00:00:00,pcs,,JJNZDX3,give for SN to repair,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=701
STK-71CF1FC971,Laptop Dell Latitude 3520,OUT,1,2025-01-02 00:00:00,pcs,,DP8VKG3,give for SN to repair,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=702
STK-4D434C2DC5,Postek printer,OUT,1,2025-12-02 00:00:00,pcs,,I1624C0017,O2O for VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=703
STK-A0F5D21362,Lenovo tab M8,OUT,1,2025-12-02 00:00:00,pcs,,862884053049927,O2O for VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=704
STK-BBA512042B,Postek printer,OUT,1,2025-12-02 00:00:00,pcs,,I1624C0018,O2O for VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=705
STK-03A2B34AF6,Samsung S6 Lite,OUT,1,2025-12-02 00:00:00,pcs,,354348130452407,O2O for VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=706
STK-7FA7863220,Sim 4G,OUT,1,2025-12-02 00:00:00,pcs,,8984048000916470000,O2O for VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=707
STK-A450A8BB92,Postek printer,OUT,1,2025-12-02 00:00:00,pcs,,I1624C0001,O2O for VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=708
STK-1274811FAB,Lenovo tab M8,OUT,1,2025-12-02 00:00:00,pcs,,862854053050057,O2O for VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=709
STK-EC4317D7C9,Sim 4G,OUT,1,2025-12-02 00:00:00,pcs,,8984048000934180000,O2O for VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=710
STK-B8624518E8,Postek printer,OUT,1,2025-12-02 00:00:00,pcs,,I1623H0003,O2O for VI03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=711
STK-D2F7A1D190,Lenovo tab M8,OUT,1,2025-12-02 00:00:00,pcs,,862854053049620,O2O for VI03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=712
STK-295701FC61,Postek printer,OUT,1,2025-12-02 00:00:00,pcs,,I1623F0001,O2O for VN22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=713
STK-FF981F7068,Samsung S6 Lite,OUT,1,2025-12-02 00:00:00,pcs,,352294624027473,O2O for VN22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=714
STK-9C503D5390,Canon LBP 2900,IN,1,13/2/2025,pcs,,NMYA921017,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=715
STK-94E70EDDE6,Cisco CBS110-16T-EU,IN,1,13/2/2025,pcs,,PSZ27111BN9,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=716
STK-7F7BE8AA39,Fortigate-40F,IN,1,13/2/2025,pcs,,FGT40FTK2309FAZ6,Closed KN12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=717
STK-044F7E00F3,Scanner Datalogic QW2100,IN,1,13/2/2025,pcs,,G23D05195,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=718
STK-659B801C36,Epson TM-82III,IN,1,13/2/2025,pcs,,X7B9022774,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=719
STK-09BE435C5B,Pole Display DSP V9,IN,1,13/2/2025,pcs,,D190928010208,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=720
STK-6D7D5EA5CD,HP V20,IN,1,13/2/2025,pcs,,3CQ2320DV1,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=721
