source_type,source_key,relation,target_type,target_key,source_ref
asset,OBS:C436F31137,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=6
asset,SN:MK410220300197,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=7
asset,SN:FGT40FTK24010083,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=8
asset,SN:22172W5002275,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=9
asset,SN:G22EB4602,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=10
asset,OBS:CE4F3FDE13,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=11
asset,SN:8CC22011LP,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=12
asset,SN:I1622F0004,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=13
asset,SN:862854053050057,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=14
asset,SN:24165523020013,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=15
asset,SN:9C05D6798566,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=16
asset,SN:2534123052300540,OBSERVED_AT,location,VA13,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=17
asset,SN:8CG8105N35,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=2
asset,SN:X7B90227772,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=3
asset,OBS:9538E71BB3,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=4
asset,OBS:F82B0863D2,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=5
asset,SN:NMYA786005,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=6
asset,SN:493345-002,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=7
asset,SN:CN-OMMK39-72872-5CO-G47U-A00,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=8
asset,SN:2201552001955,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=9
asset,SN:FGT40FTK2309D2CM,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=10
asset,SN:G23C76615,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=11
asset,SN:24144523021823,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=12
asset,SN:HA1JZCBD,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=13
asset,SN:I1624C0003,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=14
asset,SN:9C05D679886A,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=15
asset,SN:354348130452407,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=16
asset,SN:MK410220300534,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=17
asset,SN:2534123052300545,OBSERVED_AT,location,VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=18
asset,SN:1HC4LQ3,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=2
asset,SN:1CR8371GSK,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=3
asset,SN:20230526081,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=4
asset,SN:211130000045,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=5
asset,SN:22253D9009871,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=6
asset,SN:G21M82786,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=7
asset,SN:X7B9022758,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=8
asset,SN:CNBRP8339N,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=9
asset,OBS:22B327A3D0,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=10
asset,SN:FGT40FTK24012854,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=11
asset,SN:24164523022668,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=12
asset,SN:2534123052300531,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=13
asset,SN:9C05D679882E,OBSERVED_AT,location,VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=14
asset,SN:8CC2231D6Z,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=2
asset,SN:2HC4LQ3,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=3
asset,SN:DHC4LQ3,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=4
asset,SN:3CQ54013F6,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=5
asset,SN:1CR8420HDS,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=6
asset,SN:1CR82307CH,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=7
asset,SN:F3H40430496,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=8
asset,SN:MK410220300326,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=9
asset,SN:DGAV141220180740,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=10
asset,SN:S31U4I3002273,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=11
asset,SN:211130000039,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=12
asset,SN:211130000034,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=13
asset,OBS:0F3CFEDF73,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=14
asset,SN:G21EB1552,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=15
asset,SN:G21E85723,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=16
asset,SN:X7B9025195,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=17
asset,SN:X7BA007402,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=18
asset,SN:NMYA585779,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=19
asset,OBS:8B337BB83A,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=20
asset,SN:CNK3380795,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=21
asset,SN:FGT40FTK24006198,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=23
asset,SN:S24144523021519,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=24
asset,SN:352294624028836,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=25
asset,SN:I1622F0008,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=26
asset,SN:9C05D6798F4E,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=27
asset,SN:2530022102300542,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=28
asset,SN:356160460749106,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=29
asset,SN:SR25102704450,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=30
asset,SN:SR25102704455,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=31
asset,OBS:D9B6ADDB89,OBSERVED_AT,location,VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=32
asset,SN:4CE234DC9C,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=2
asset,SN:4CE234DC9C,INTENDED_FOR,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=2
asset,OBS:847C01C47D,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=3
asset,OBS:302DFD592C,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=4
asset,SN:MK410211200950,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=5
asset,SN:DH240328010036,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=6
asset,SN:G19M33798,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=7
asset,SN:1CR82307DH,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=8
asset,SN:X7BA000887,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=9
asset,SN:PSZ27111BN9,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=10
asset,SN:8C30664C8871,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=11
asset,SN:FGT40FTK24012853,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=12
asset,SN:NMYA467026,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=13
asset,SN:26023524700917,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=14
asset,SN:XXZTN261200005,OBSERVED_AT,location,VA18,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=15
asset,SN:8CC51110Q1,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=2
asset,OBS:6D872586CC,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=3
asset,OBS:DB5A7B558B,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=4
asset,SN:MK410221101694,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=5
asset,SN:VFD220U13B20120033,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=6
asset,SN:G21E85754,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=7
asset,SN:1CR82307CB,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=8
asset,SN:X7B9023460,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=9
asset,SN:KWC29190Y1C,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=10
asset,SN:9C05D67658B6,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=11
asset,OBS:FEA8715642,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=12
asset,SN:FGT40FTK24086985,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=13
asset,SN:NMYA802536,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=14
asset,SN:356160460426515,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=15
asset,SN:I1623F0001,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=16
asset,SN:S24164523022684,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=17
asset,SN:2530022102300950,OBSERVED_AT,location,VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=18
asset,SN:8CC2231D4N,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=2
asset,SN:8CC2231D5C,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=3
asset,SN:BGC4LQ3,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=4
asset,OBS:702B7EDC42,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5
asset,OBS:126B74C6D3,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5
asset,OBS:3D879A7A1C,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6
asset,OBS:57E9875663,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6
asset,SN:MK410211201512,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=7
asset,SN:DGAV11220182777,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=8
asset,SN:211130000048,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=9
asset,SN:211130000009,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=10
asset,SN:G22EB4589G21E85804,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11
asset,OBS:D5E085C8E8,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11
asset,SN:3CQ2320CR6,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=12
asset,SN:CNT930534Q,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=13
asset,SN:X7BA002787,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=14
asset,SN:X7BA004091,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=15
asset,SN:2201552001939,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=16
asset,SN:9C05D67986D9,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=17
asset,SN:FGT40FTK2309D2HW,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=18
asset,SN:NMYA746459,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=19
asset,SN:862884053049927,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=20
asset,SN:I1624C0017,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=21
asset,SN:24164523022756,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=22
asset,SN:2534123052300549,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=23
asset,SN:2312178BADH21L0200002,OBSERVED_AT,location,VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=24
asset,SN:5CD250F9ZW,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=2
asset,OBS:CD2C7AFE13,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=3
asset,SN:G20L70107,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=4
asset,SN:X7BA000883,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=5
asset,SN:2201552001975,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=6
asset,SN:FGT40FTK24012877,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=7
asset,SN:NMYA467026,OBSERVED_AT,location,VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=8
asset,SN:4CE234DC6P,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=2
asset,SN:4CE234DC6P,INTENDED_FOR,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=2
asset,OBS:4000FA51A6,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=3
asset,OBS:ABF84B72F9,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=4
asset,SN:B5AT100009,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=5
asset,SN:DH240328010037,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=6
asset,SN:G17NE9961,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=7
asset,SN:1CR8420G58,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=8
asset,SN:TCCY011123,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=9
asset,SN:PSZ26391W7N,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=10
asset,SN:84784886C6E7,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=11
asset,OBS:C27CA81F4B,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=12
asset,SN:FGT40FTK25089026,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=13
asset,SN:CNBRP833GH,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=14
asset,SN:R5GL20XDN3F,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=15
asset,SN:I1622F0002,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=16
asset,SN:I1622F0002,INTENDED_FOR,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=16
asset,SN:S26023524700890,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=17
asset,SN:XXZTN261200001,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=18
asset,SN:JL9XJ67CTP,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=19
asset,SN:ZAV10T500602A,OBSERVED_AT,location,VA24,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=20
asset,SN:8CC51110T08CC3500VT4,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2
asset,OBS:A0AB2F4FB9,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2
asset,OBS:A4B920E826,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3
asset,OBS:6099BEB6A0,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3
asset,OBS:52F456B21C,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3
asset,OBS:BDC19C3C47,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4
asset,OBS:7E647D5137,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4
asset,OBS:2DB275B688,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4
asset,SN:MK410211201000MK410221102371,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5
asset,OBS:6DC925F49F,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5
asset,SN:2108112341009VFD220U13B20120034,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=6
asset,OBS:895C315786,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=6
asset,SN:G23D05705G23C76627,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=7
asset,OBS:E03B674D7A,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=7
asset,SN:1CR82307C21CR82307CR3CQ3240J5T,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8
asset,OBS:DB2A0BD037,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8
asset,OBS:691730EC80,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8
asset,SN:X7B9025644X7B9022786,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9
asset,OBS:8DE2D419CA,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9
asset,SN:KWC29190Y1G,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=10
asset,SN:9C05D6797F57,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=11
asset,SN:FGT40FTK24086915,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=12
asset,SN:NMYA802553,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=13
asset,SN:C711P94,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=14
asset,SN:S23118523021439,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=15
asset,SN:2530022102301150,OBSERVED_AT,location,VH01,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=16
asset,SN:5CD250F9PD,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=2
asset,OBS:77B593E19E,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=3
asset,OBS:FAF7DFB9EA,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=4
asset,SN:2TD311NAFR,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=5
asset,SN:G23C76607,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=6
asset,SN:X7BA003673,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=7
asset,SN:NMYA834196,OBSERVED_AT,location,VH02,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=8
asset,SN:4CE234DC8C,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2
asset,SN:4CE234DC8C,INTENDED_FOR,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2
asset,OBS:F873971E64,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2
asset,OBS:F873971E64,INTENDED_FOR,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2
asset,SN:4CE234DC92,OBSERVED_AT,location,DSV,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=3
asset,SN:4CE234DC92,INTENDED_FOR,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=3
asset,OBS:B06B1A83AD,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=4
asset,OBS:7F05E7613D,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=4
asset,OBS:86413A3B9A,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=4
asset,OBS:1E9AA46223,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=5
asset,OBS:C1A4B97CEF,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=5
asset,OBS:866BC696EF,OBSERVED_AT,location,VH03,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=5
