model_code,name,manufacturer,category_code,source_refs
M-C51759092B,Cash Drawer Maken MK410,,POS,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=7 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=17 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=4 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=9 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=14
M-3A294ADA95,Network Switch Mercusys,,NET,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=9 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=9 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=6 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=16 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=6 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=8
M-324CFC0AF8,HP-Display port to VGA,,BACKEND,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=11 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=10 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=21
M-6D79E76F92,HP ProDesk 400 G6 DM,,POS,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=12
M-08D0C0DAE5,HP ProDesk 400 G3 DM,,POS,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=2
M-7BAD4E6229,Pole Display LD220,,POS,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=7
M-64EB61AFB2,Dell E1916,,POS,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=8
M-23D6D13F7A,Samsung S6 Lite,,BACKEND,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=16 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=25 | Asset management/Store/Broken.xlsx#Sheet1!row=1
M-AA46B4F2F0,OptiPlex 3090 Micro,,POS,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=2 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=3 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=4 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=2
M-8EEE14C3D9,HP 190V,,POS,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=3 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=5 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=6 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=7
M-ED6EDBD62F,HP Laser NEVERSTOP 1000W,,BACKEND,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=9
M-E5F6F65458,KVM Switch,,NET,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=8
M-7D15C6B70A,Cash Drawer Antech,,POS,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=10
M-D0CE7EA4F3,D-Link DES-1016D,,NET,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=11
M-8C29E1B7B8,Hub Usb Unitek - 4 Port,,BACKEND,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=14
M-A82571F165,UPS SMC 1500,,BACKEND,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=20
M-D7915492A7,Samsung Tab S10 FE (for livestream),,BACKEND,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=29
M-57BCB45F01,Saramonic Air 01 (for livestream),,BACKEND,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=30 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=31
M-D17094FD9A,Proton FD1000EB (for livestream),,BACKEND,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=32
M-411EA08C95,HP ProDesk 400 G6,,POS,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=3
M-A4C2289044,Optiplex 3090,,POS,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=4
M-6F670FFF0A,Antech,,POS,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=8 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=5
M-224D0E6B25,HP 185E,,POS,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=13
M-5865EDC181,Angustos,,OFF,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=24
M-7682CEF827,Laptop Hp ProBook 440 G9,,POS,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=2 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=2
M-AFD8007D2F,A4 Printer Canon LBP 3300,,BACKEND,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=8
M-F141FDDDE2,Epson TM-82II,,BACKEND,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=9
M-6CC26EDC11,HP Neverstop Laser 1000w,,BACKEND,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=14
M-DC45B0FEBF,Ipad A16,,BACKEND,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=19
M-F2131DF2CC,HP Pro Mini 400 G9 - Intel Core i5 12500T/ (8GB x2) DDR4 3200/ SSD 512GB/ W11H/ 1Y Onsite,,POS,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2
M-4A5BEE488F,Epsion T82III,,BACKEND,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=15
M-ABF0D85892,Dell Precision 3680 Tower,,BACKEND,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=14 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=21
M-C334464919,Store Equipment,,OFF,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=3 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=7 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=9 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=11 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=13 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=16
M-8CAC7A077F,HP V22,,POS,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=14
M-781506EB79,HP Laser Jet Pro M15W,,BACKEND,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=20
M-86C83C4F82,Lenovo legion,,POS,Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=2
M-84CD7DF7AD,A4 Printer HP LaserJet,,BACKEND,Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=9
M-64F95A6B74,Mercusys,,NET,Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=10 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=9 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=10 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=10
M-5438A61CC2,A4 Printer HP Neverstop laser 1000w,,BACKEND,Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=13 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=6
M-4A3E669FBE,Laptop Lenovo Thinkpad X280,,POS,Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=2
M-8F657C320A,Xprinter Xp-k300L,,BACKEND,Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=7
M-B4B98FB95A,Bill Printer Xprinter Xp-K300l,,BACKEND,Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=3
M-AAA9AB52F3,Pole Display Customer,,POS,Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=5
M-BA06DE143A,Maken MK410,,POS,Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=7
M-B29FF9149B,Desktop HP ProDesk 400 G7,,POS,Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=9
M-AE84A6A42E,Bill Printer Epson TM-T82II,,BACKEND,Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=3
M-297AAEDDEE,Pole Display Topcash AL-CD1,,POS,Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=5
M-0CA0A612ED,Cash Drawer Poscom 410,,POS,Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=6
M-C7CAB28BCE,A4 Printer HP 107w,,BACKEND,Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=7
M-22550F4DD8,D-LINK DIR-619L,,NET,Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=13
M-A6DBC89538,Cash Drawer MAXCODE M330E,,POS,Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=5
M-0887F2B944,Tablet samsung GALAXY S6 LITE,,BACKEND,Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=14
M-60E643082A,Laptop HP Dell Latitude 3520,,POS,Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=2
M-073F9D652C,Mouse Logitech M185,,POS,Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=4
M-8310CF902C,Monitor HP LCD V20,,POS,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=6 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=7 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=8
M-7AF6A90B32,Other Vesa Mount Kit,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=17
M-5E60FE5741,USB Hub,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=20
M-E99DB67D2E,Other KVM,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=21
M-AE63DDDB13,Other SANTAK UPS 1500VA SANTAK 900W 10AH WITH USB PORT MORNITOR,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=22
M-AA89C89C97,Other Lioa Power supply (Square),,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=23
M-30E0E46CD9,Samsung Tab S6,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=24
M-1C06C2D0F6,Sim 4G Mobifone,,BACKEND,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=26
M-0B9186A30B,Fortigate FG-40F,,NET,Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=28
M-20353C3C23,Samsung Galaxy Tab S6 Lite 4GB 64GB,,BACKEND,Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=15
M-E8BEF52F7F,Desktop HP Elite Mini 600 G9,,POS,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=2 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=3 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=4 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=5 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=6
M-D3D6AF164C,Pole Display HP Engage 2 x 20 Pole Display (5RD97AA),,POS,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=15 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=16 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=17
M-335C060551,Scanner Zebra Wireless DS2278,,POS,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=18 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=19 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=20
M-BA47E0BAA2,"Bill Printer Star Thermal Star printer MCP31L, USB",,BACKEND,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=21 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=22 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=23
M-3C08DDFD35,PDT Zebra TC21 / TC26BK-11A222-A6,,PDT,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=25 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=26 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=27 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=28 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=29 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=30 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=31 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=32 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=33 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=34 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=35 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=36 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=37 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=38 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=39 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=40 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=41
M-6891C15DDA,Fortigate-60F,,NET,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=48
M-CBF737F7F9,UniFi UAP nanoHD,,NET,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=49 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=50 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=51 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=52 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=53 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=54
M-F44241FD3D,HP Pavilion TP01-3006d,,POS,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=55
M-D37236BBCC,Ubiquiti UniFi Switch 24 PoE,,NET,Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=56
M-D11D44612D,Monitor HP V22,,POS,Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=19
M-1D8A84D7AB,Poscom 410,,POS,Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=22 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=23
M-46D9BE5CAB,HP Laserjet pro M15w,,BACKEND,Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=30
M-6E35E2A2FB,Zebra DS2208-SR (wired),,POS,Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=34
M-9963F9363E,Fortigate FG60 (Installation + Configuration),,OFF,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=2
M-80E90DA3D3,Access Point with POE Injector,,NET,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=3
M-3E2E652FF9,"Laptop (corporate model: Lenovo Thinkpad, HP Elitebook, Dell Latitude). With Ethernet Port.",,LAP,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=4
M-DFD40B5F47,"PC (corporate model: Lenovo, HP Elitedesk, Dell). MiniPC form factor will be better",,OFF,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=5
M-B33CC8C711,LCD: HP,,MON,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=6
M-A3D0CCAE06,Label / Barcode Printer,,BACKEND,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=7
M-4B1AEFB016,Label Printer (for Ecommerce),,BACKEND,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=8
M-A0D808F0C6,Laser Printer,,BACKEND,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=9
M-883D9E494D,RF Gun,,POS,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=10
M-4972931B8C,RF Gun Battery Cradle,,POS,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=11
M-E0677AEDB5,Spare battery,,POS,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=12
M-77C7A694A3,2D Barcode Scanner,,POS,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=13 | Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=14
M-C6F150A0BE,DS2278 Wireless dock,,POS,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=15
M-A89A0EA991,Tablet android 8inch with SIM Card (for Ecommerce),,BACKEND,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=16
M-9F4805B0F2,Switch 24 port Layer 2 (Non POE - Access point need to have power injector),,NET,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=17
M-F75741C446,UPS 1-3KVA for Network Rack,,NET,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=18
M-34A98661A2,UPS for Rack,,NET,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=19
M-F26334BA07,SFP,,NET,Asset management/Warehouse/Asset_List_DSV.xlsx#Asset List!row=20
M-168EC57DF8,Latitude 3450,,LAP,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=2 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=3 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=4
M-D951D9542A,HP Pro Tower 400 G9 PCI Desktop PC,,POS,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=5 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=6 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=7 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=8
M-429DC84138,HP P204V,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=9 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=10 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=11 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=12
M-D0085ADEF2,Samsung Galaxy Tab S10 FE,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=13 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=14
M-6EE35F53FE,HPE Aruba Networking AP-535 (RW),,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=17
M-6078132E7D,Aruba 6100 48G CL4,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=18
M-B3F6A98CD8,HPE Aruba Compatible,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=19
M-A7BD4B792C,FortiGate-60F Firewall,,NET,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=20
M-74AC776591,Máy in Brother MFC-L5710DN,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=21
M-11B08AAFD4,Zebra Scanner DS2278,,POS,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=22
M-975C88D18C,Zebra Mobile Computer TC22,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=23
M-8ECE13BB5E,Zebra TC26BK,,OFF,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=24
M-85D244254C,Zebra-Dock PDT,,PDT,Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=25
M-44C7529FFF,ProDesk 400 G3 Mini,HP,OFF,Asset management/Transititons/IT tool.xlsx#Mini PC status!row=2 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=3 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=4 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=5 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=6
M-62D3E3EFFC,Optiplex 3090,Dell,OFF,Asset management/Transititons/IT tool.xlsx#Mini PC status!row=7
M-D52F39A889,Unspecified equipment,,OFF,Asset management/Transititons/IT tool.xlsx#Mini PC status!row=8 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=9 | Asset management/Transititons/IT tool.xlsx#Mini PC status!row=10
M-A9DA49935A,Laptop Dell Inspiron 3505,,LAP,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=6 | Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=7
M-C0CF398D50,HP Elitebook 840 G4,,LAP,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=12
M-C0B9C76E47,Lenovo ThinkPad,,LAP,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=13
M-5F28F33951,Dell Vostro 14-5480,,OFF,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=14
M-B12C0E2C0E,HP Paviloin,,OFF,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=15
M-68985C1D2B,HP ProBook G2,,LAP,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Office_Broken!row=16
M-AA1792653C,Epson TM-82II,,PRN,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=6 | Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=7 | Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=8
M-EAD4E9D2A0,Datalogic QW2100,,OFF,Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=9 | Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=10 | Data clear/05_Broken_and_Transfers_Cleaned.xlsx#Transfer_Map_Fashion!row=11
