asset_key,asset_code,asset_id,serial_number,name,category_code,model_code,location_code,intended_location_code,department_code,employee_id,status,raw_qty,unit_index,notes,source_kind,source_refs,needs_review,source_store_code
SN:NMYA467026,SN-NMYA467026,,NMYA467026,Printer,BACKEND,M-86DBA21F9C,VA18,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=13 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=8,true,VA18
SN:26023524700917,SN-26023524700917,,26023524700917,PDT,PDT,M-32AFCDC6CA,VA18,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=14,false,VA18
SN:XXZTN261200005,SN-XXZTN261200005,,XXZTN261200005,PDT's Printer,PDT,M-B9A38D5EC4,VA18,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=15,false,VA18
SN:8CC51110Q1,SN-8CC51110Q1,,8CC51110Q1,Mini Pc,POS,M-342A24822F,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=2,false,VA19
OBS:6D872586CC,DATA-4CD337D16BEC,,,Keyboard,POS,M-763A1D1E90,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=3,true,VA19
OBS:DB5A7B558B,DATA-308BF571E489,,,Mouse,POS,M-C4141157CB,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=4,true,VA19
SN:MK410221101694,SN-MK410221101694,,MK410221101694,Cash Drawer,POS,M-90AB8F8668,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=5,false,VA19
SN:VFD220U13B20120033,SN-VFD220U13B20120033,,VFD220U13B20120033,Pole Display,POS,M-F1D669CAC8,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=6,false,VA19
SN:G21E85754,SN-G21E85754,,G21E85754,Scanning gun,POS,M-CD90B4BBAE,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=7,false,VA19
SN:1CR82307CB,SN-1CR82307CB,,1CR82307CB,Monitor,POS,M-1EBD026F66,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=8 | Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=6,true,VA19
SN:X7B9023460,SN-X7B9023460,,X7B9023460,Bill Printer,BACKEND,M-A44B40D714,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=9,false,VA19
OBS:FEA8715642,DATA-168D9E0C7E01,,,Sim Data (O2O),NET,M-BE5E8A0E77,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=12,true,VA19
SN:NMYA802536,SN-NMYA802536,,NMYA802536,Printer,BACKEND,M-86DBA21F9C,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=14,false,VA19
SN:356160460426515,SN-356160460426515,,356160460426515,Tablet (O2O),BACKEND,M-01B48088F2,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=15,false,VA19
SN:S24164523022684,SN-S24164523022684,,S24164523022684,PDT,PDT,M-3CA18C0ABD,VA19,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=17,false,VA19
SN:8CC2231D4N,SN-8CC2231D4N,,8CC2231D4N,Mini Pc,POS,M-AA46B4F2F0,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=2,false,VA20
SN:8CC2231D5C,SN-8CC2231D5C,,8CC2231D5C,Mini Pc,POS,M-411EA08C95,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=3,false,VA20
SN:BGC4LQ3,SN-BGC4LQ3,,BGC4LQ3,Mini Pc,POS,M-A4C2289044,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=4,false,VA20
OBS:702B7EDC42,DATA-54051340C8C8,,,Keyboard,POS,M-763A1D1E90,VA20,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5,true,VA20
OBS:126B74C6D3,DATA-7C0B209DC16E,,,Keyboard,POS,M-763A1D1E90,VA20,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5,true,VA20
OBS:3D879A7A1C,DATA-1D5262B36AC5,,,Mouse,POS,M-C4141157CB,VA20,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6,true,VA20
OBS:57E9875663,DATA-223E72091653,,,Mouse,POS,M-C4141157CB,VA20,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6,true,VA20
SN:MK410211201512,SN-MK410211201512,,MK410211201512,Cash Drawer,POS,M-90AB8F8668,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=7,false,VA20
SN:DGAV11220182777,SN-DGAV11220182777,,DGAV11220182777,Cash Drawer,POS,M-6F670FFF0A,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=8,false,VA20
SN:211130000048,SN-211130000048,,211130000048,Pole Display,POS,M-F1D669CAC8,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=9,false,VA20
SN:211130000009,SN-211130000009,,211130000009,Pole Display,POS,M-F1D669CAC8,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=10,false,VA20
SN:G22EB4589G21E85804,SN-G22EB4589G21E85804,,G22EB4589G21E85804,Scanning gun,POS,M-CD90B4BBAE,VA20,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11,false,VA20
OBS:D5E085C8E8,DATA-46E2765AFFC2,,,Scanning gun,POS,M-CD90B4BBAE,VA20,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11,true,VA20
SN:3CQ2320CR6,SN-3CQ2320CR6,,3CQ2320CR6,Monitor,POS,M-744A821E88,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=12,false,VA20
SN:CNT930534Q,SN-CNT930534Q,,CNT930534Q,Monitor,POS,M-224D0E6B25,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=13,false,VA20
SN:X7BA002787,SN-X7BA002787,,X7BA002787,Bill Printer,BACKEND,M-A44B40D714,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=14,false,VA20
SN:X7BA004091,SN-X7BA004091,,X7BA004091,Bill Printer,BACKEND,M-A44B40D714,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=15,false,VA20
SN:2201552001939,SN-2201552001939,,2201552001939,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-3A294ADA95,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=16,false,VA20
SN:9C05D67986D9,SN-9C05D67986D9,,9C05D67986D9,Access Point,NET,M-6EF0B7C827,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=17,false,VA20
SN:NMYA746459,SN-NMYA746459,,NMYA746459,Printer,BACKEND,M-86DBA21F9C,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=19,false,VA20
SN:862884053049927,SN-862884053049927,,862884053049927,Tablet (O2O),BACKEND,M-F7755C45DD,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=20,false,VA20
SN:I1624C0017,SN-I1624C0017,,I1624C0017,Printer (O2O),BACKEND,M-EE56F707EE,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=21,false,VA20
SN:24164523022756,SN-24164523022756,,24164523022756,PDT,PDT,M-3CA18C0ABD,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=22,false,VA20
SN:2534123052300549,SN-2534123052300549,,2534123052300549,PDT's Printer,PDT,M-C716B96A9A,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=23,false,VA20
SN:2312178BADH21L0200002,SN-2312178BADH21L0200002,,2312178BADH21L0200002,Other,OFF,M-5865EDC181,VA20,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=24,false,VA20
SN:5CD250F9ZW,SN-5CD250F9ZW,,5CD250F9ZW,Laptop,POS,M-7682CEF827,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=2,false,VA23
OBS:CD2C7AFE13,DATA-E7122A92CB84,,,Mouse,POS,M-C4141157CB,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=3,true,VA23
SN:G20L70107,SN-G20L70107,,G20L70107,Scanning gun,POS,M-CD90B4BBAE,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=4,false,VA23
SN:X7BA000883,SN-X7BA000883,,X7BA000883,Bill Printer,BACKEND,M-A44B40D714,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=5,false,VA23
SN:2201552001975,SN-2201552001975,,2201552001975,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-3A294ADA95,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=6,false,VA23
SN:FGT40FTK24012877,SN-FGT40FTK24012877,,FGT40FTK24012877,Firewall,NET,M-1D807E3F07,VA23,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=7,false,VA23
SN:4CE234DC6P,SN-4CE234DC6P,,4CE234DC6P,Mini Pc,POS,M-179027EACA,DSV,VA24,,,AVAILABLE,1,1,DSV | Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=2,false,VA24
OBS:4000FA51A6,DATA-19085B85B45B,,,Keyboard,POS,M-763A1D1E90,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=3,true,VA24
OBS:ABF84B72F9,DATA-FDC8B7A02163,,,Mouse,POS,M-C4141157CB,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=4,true,VA24
SN:B5AT100009,SN-B5AT100009,,B5AT100009,Cash Drawer,POS,M-6F670FFF0A,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=5,false,VA24
SN:DH240328010037,SN-DH240328010037,,DH240328010037,Pole Display,POS,M-F1D669CAC8,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=6,false,VA24
SN:G17NE9961,SN-G17NE9961,,G17NE9961,Scanning gun,POS,M-CD90B4BBAE,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=7,false,VA24
SN:1CR8420G58,SN-1CR8420G58,,1CR8420G58,Monitor,POS,M-1EBD026F66,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=8,false,VA24
SN:TCCY011123,SN-TCCY011123,,TCCY011123,Bill Printer,BACKEND,M-F141FDDDE2,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=9,false,VA24
SN:PSZ26391W7N,SN-PSZ26391W7N,,PSZ26391W7N,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-7359091762,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=10,false,VA24
SN:84784886C6E7,SN-84784886C6E7,,84784886C6E7,Access Point,NET,M-6EF0B7C827,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=11,false,VA24
OBS:C27CA81F4B,DATA-0EFBE149FDB2,,,Sim Data (O2O),NET,M-BE5E8A0E77,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=12,true,VA24
SN:FGT40FTK25089026,SN-FGT40FTK25089026,,FGT40FTK25089026,Firewall,NET,M-1D807E3F07,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=13,false,VA24
SN:CNBRP833GH,SN-CNBRP833GH,,CNBRP833GH,Printer,BACKEND,M-6CC26EDC11,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=14,false,VA24
SN:R5GL20XDN3F,SN-R5GL20XDN3F,,R5GL20XDN3F,Tablet (O2O),BACKEND,M-01B48088F2,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=15,false,VA24
SN:I1622F0002,SN-I1622F0002,,I1622F0002,Printer (O2O),BACKEND,M-EE56F707EE,DSV,VA24,,,AVAILABLE,1,1,DSV | Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=16,false,VA24
SN:S26023524700890,SN-S26023524700890,,S26023524700890,PDT,PDT,M-32AFCDC6CA,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=17,false,VA24
SN:XXZTN261200001,SN-XXZTN261200001,,XXZTN261200001,PDT's Printer,PDT,M-B9A38D5EC4,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=18,false,VA24
SN:JL9XJ67CTP,SN-JL9XJ67CTP,,JL9XJ67CTP,Tablet,BACKEND,M-DC45B0FEBF,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=19,false,VA24
SN:ZAV10T500602A,SN-ZAV10T500602A,,ZAV10T500602A,Access Point,NET,M-15204634F4,VA24,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=20,false,VA24
SN:8CC51110T08CC3500VT4,SN-8CC51110T08CC3500VT4,,8CC51110T08CC3500VT4,Mini Pc,POS,M-F2131DF2CC,VH01,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2,false,VH01
OBS:A0AB2F4FB9,DATA-524153CF03B1,,,Mini Pc,POS,M-F2131DF2CC,VH01,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2,true,VH01
OBS:A4B920E826,DATA-12AB80557C92,,,Keyboard,POS,M-763A1D1E90,VH01,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,true,VH01
OBS:6099BEB6A0,DATA-61A938A92990,,,Keyboard,POS,M-763A1D1E90,VH01,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,true,VH01
OBS:52F456B21C,DATA-CE4399604AC5,,,Keyboard,POS,M-763A1D1E90,VH01,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,true,VH01
OBS:BDC19C3C47,DATA-D7C72169B454,,,Mouse,POS,M-C4141157CB,VH01,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,true,VH01
OBS:7E647D5137,DATA-849CA6A1BEC7,,,Mouse,POS,M-C4141157CB,VH01,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,true,VH01
OBS:2DB275B688,DATA-2E447692865A,,,Mouse,POS,M-C4141157CB,VH01,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,true,VH01
SN:MK410211201000MK410221102371,SN-MK410211201000MK410221102371,,MK410211201000MK410221102371,Cash Drawer,POS,M-90AB8F8668,VH01,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5,false,VH01
OBS:6DC925F49F,DATA-5F784F499533,,,Cash Drawer,POS,M-90AB8F8668,VH01,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5,true,VH01
SN:2108112341009VFD220U13B20120034,SN-2108112341009VFD220U13B20120034,,2108112341009VFD220U13B20120034,Pole Display,POS,M-F1D669CAC8,VH01,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=6,false,VH01
OBS:895C315786,DATA-E80A245D4D37,,,Pole Display,POS,M-F1D669CAC8,VH01,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=6,true,VH01
SN:G23D05705G23C76627,SN-G23D05705G23C76627,,G23D05705G23C76627,Scanner-Bluetooth,POS,M-CD90B4BBAE,VH01,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=7,false,VH01
OBS:E03B674D7A,DATA-16425B4E56F5,,,Scanner-Bluetooth,POS,M-CD90B4BBAE,VH01,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=7,true,VH01
SN:1CR82307C21CR82307CR3CQ3240J5T,SN-1CR82307C21CR82307CR3CQ3240J5T,,1CR82307C21CR82307CR3CQ3240J5T,Monitor,POS,M-523DDF9C2A,VH01,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8,false,VH01
OBS:DB2A0BD037,DATA-8BD6AFD2A0A8,,,Monitor,POS,M-523DDF9C2A,VH01,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8,true,VH01
OBS:691730EC80,DATA-A6DECC0E436F,,,Monitor,POS,M-523DDF9C2A,VH01,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8,true,VH01
SN:X7B9025644X7B9022786,SN-X7B9025644X7B9022786,,X7B9025644X7B9022786,Bill printer,BACKEND,M-4A5BEE488F,VH01,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9,false,VH01
OBS:8DE2D419CA,DATA-B1B88880D572,,,Bill printer,BACKEND,M-4A5BEE488F,VH01,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9,true,VH01
SN:KWC29190Y1G,SN-KWC29190Y1G,,KWC29190Y1G,Switch (External Switch-CCTV system),NET,M-7359091762,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=10,false,VH01
SN:9C05D6797F57,SN-9C05D6797F57,,9C05D6797F57,Access Point,NET,M-6EF0B7C827,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=11,false,VH01
SN:FGT40FTK24086915,SN-FGT40FTK24086915,,FGT40FTK24086915,Firewall,NET,M-1D807E3F07,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=12,false,VH01
SN:NMYA802553,SN-NMYA802553,,NMYA802553,Printer,BACKEND,M-86DBA21F9C,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=13,false,VH01
SN:C711P94,SN-C711P94,,C711P94,Server,BACKEND,M-ABF0D85892,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=14,false,VH01
SN:S23118523021439,SN-S23118523021439,,S23118523021439,PDT,PDT,M-3CA18C0ABD,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=15,false,VH01
SN:2530022102301150,SN-2530022102301150,,2530022102301150,PDT's Printer,PDT,M-C716B96A9A,VH01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=16,false,VH01
SN:5CD250F9PD,SN-5CD250F9PD,,5CD250F9PD,Laptop,POS,M-7682CEF827,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=2,false,VH02
OBS:77B593E19E,DATA-620ED65FF440,,,Keyboard,POS,M-763A1D1E90,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=3,true,VH02
OBS:FAF7DFB9EA,DATA-4DECA470C9E3,,,Mouse,POS,M-C4141157CB,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=4,true,VH02
SN:2TD311NAFR,SN-2TD311NAFR,,2TD311NAFR,Pole Display,POS,M-F1D669CAC8,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=5,false,VH02
SN:G23C76607,SN-G23C76607,,G23C76607,Scanning gun,POS,M-CD90B4BBAE,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=6,false,VH02
SN:X7BA003673,SN-X7BA003673,,X7BA003673,Bill Printer,BACKEND,M-A44B40D714,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=7,false,VH02
SN:NMYA834196,SN-NMYA834196,,NMYA834196,Printer,BACKEND,M-86DBA21F9C,VH02,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=8,false,VH02
SN:4CE234DC8C,SN-4CE234DC8C,,4CE234DC8C,Mini Pc,POS,M-179027EACA,DSV,VH03,,,AVAILABLE,2,1,DSV | Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2,false,VH03
OBS:F873971E64,DATA-E07BFB79AB62,,,Mini Pc,POS,M-179027EACA,DSV,VH03,,,AVAILABLE,2,2,DSV | Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2,true,VH03
